id,game_name,developer_name,player_count,app_center_categories,icon_uri,is_favorite,rank,lastRank,delRank
455676461606571	,OMG,Supergene,"36,780,000",竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/42961641_481744612333089_8200073263716499456_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=a9f8587f26f4d7547b1592ffe722f6b7&oe=5C4EE0EF,false,2,1,-1
1072612402873309	,Ludo Club,Moonfrog Labs,"10,210,000",棋类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/27690083_1146302585504290_2542560836107370496_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=5c7b5db8c87e07b132ae3ec36ad1e26d&oe=5C7B8AE4,false,20,3,-17
198982457542294	,Jumpy Jumpy - Helix Ball,TimPlay,"9,800,000",益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/41151800_321123078661564_7251996711009124352_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=5c16a8f666c0a21484cb0121a2029fa9&oe=5C8A07BD,false,4,2,-2
1250735238360354	,Last Knife,Room502,"7,770,000",动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44445506_1494572553976620_3818822187863769088_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=46f6b1545aa18eaa3b8ee6b825187260&oe=5C83E680,false,7,5,-2
2123873081225075	,Big Fish,bianfeng,"7,730,000",模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/37339553_2126184270993956_3072229259750670336_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=22e916d87dcf55ce8708d180a5124361&oe=5C7FC35E,false,3,4,1
666272906903117	,The Test,Lotum one GmbH,"7,330,000",竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/27699390_769555169908223_7127618297817726976_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=880f398953b1a7aaf43cc0e186770b98&oe=5C7DB02A,false,18,6,-12
141184676316522	,EverWing,Game Closure,"6,590,000",动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/14365540_180484242386565_647877825_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=03d62ec77db7b2b96a55f75deb31d573&oe=5C861A16,false,8,7,-1
1829935823906294	,8 Ball Pool,Miniclip,"6,120,000",运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/26036673_2078977032335504_4726933176528666624_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=8828088f5d211a5516e73fef6f751bfb&oe=5C488AF7,false,6,8,2
498625833822107	,4 Pics 1 Word,LOTUM GmbH,"5,980,000",竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/20014431_498666463818044_4033975056978673664_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=8480414e6d8cb6b869c1883bf95b0e00&oe=5C421788,false,101,9,-92
383041995381848	,Words With Friends,Zynga,"5,330,000",竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/17636731_434178160268231_2603838547563642880_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=ca121197dbe8d350132e709d7cd16d08&oe=5C7F3082,false,47,10,-37
267920816949420	,Golden Boot,Nordeus,"5,200,000",运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/32909807_383956202012547_5360836938867671040_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=68da4a3b75c0b156eb34e5950f6a7757&oe=5C42D056,false,84,12,-72
800772590062226	,Basketball FRVR,FRVR,"5,100,000",运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/16686577_837353586404126_7156996934979289088_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=d45581a13a1558b94038cf7ab2001230&oe=5C7B8883,false,11,11,0
1939015149698140	,UNO,Mattel163,"4,370,000",牌类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44701058_2175507042715615_4156694685080879104_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=99d251d8ac62de6278fe3c26371873f3&oe=5C44CA3F,false,15,13,-2
