id,game_name,developer_name,player_count,app_center_categories,rank,lastRank,delRank
5.15767E+14,Bingo Pop World,PiApps,"20,000",宾果,830,891,61
6.84601E+14,YuGi Oh! Duel Monster Magic Card,ECO Game Publisher,"20,000",益智类,831,612,-219
2.15586E+15,Stick Soldier,Scary games,"20,000",动作类,832,905,73
2.28051E+15,Fruit Cut 3D,Maurogames,"20,000",模拟类,833,892,59
3.90616E+14,Airplane Runaway,snailwan,"20,000",模拟类,834,923,89
2.33979E+14,Fruit Smash,MoCool,"20,000",益智类,835,895,60
1.80225E+14,Ninja World,Dopagame,"20,000",动作类,836,789,-47
1.1253E+15,Pac And Pat,Fun Gmaes,"20,000",跑酷,837,878,41
1.67761E+15,Tribez & Pets,Game Insight,"20,000",益智类,838,873,35
6.66677E+14,Jump Ball,MindGo Limited,"20,000",益智类,839,874,35
2.49485E+14,huocairenmotuoche,hhz,"20,000",跑酷,840,416,-424
2.70879E+15,Domino Block,Dominoes,"20,000",棋类,841,881,40
2.58078E+14,City Ball Dunkin,MarketJS,"20,000",跑酷,842,877,35
3.99018E+14,Cookie Monster,wanjun lan,"20,000",益智类,843,525,-318
1.83911E+14,Free Rider Jumps,KANO,"20,000",运动类,844,967,123
2.64436E+14,Brick Out,Bricks,"20,000",棋类,845,851,6
2.07633E+15,Solitaire,Aviagames,"20,000",牌类,846,868,22
4.49677E+14,Paint Wars,"gumi, Inc.","20,000",益智类,822,644,-178
1.98041E+15,Road Fighter,Kaido,"20,000",运动类,825,1019,194
2.21929E+14,Shadow Fight Archers,Stengrey,"20,000",动作类,823,949,126
2.08621E+14,Flap Along,George A. Zaharia,"20,000",跑酷,827,759,-68
1.20166E+15,Node,Ducky,"19,000",策略,865,979,114
1.69858E+14,Mayhem Combat - 1V5,Lucky,"19,000",动作类,852,954,102
3.27224E+14,Piano Title,vnshine,"19,000",益智类,855,699,-156
1.88697E+14,Penalty Challenge,POMU GAMES,"19,000",运动类,856,915,59
1.40799E+15,Speed Racer,GKGames,"19,000",运动类,857,1119,262
1.36573E+14,Mini Planet,Onduck Games,"19,000",跑酷,858,798,-60
1.60593E+15,Ant Smash,KnPlay,"19,000",模拟类,859,976,117
2.05151E+15,Bike Race Moto X3M,WePlay,"19,000",运动类,860,1096,236
1.9493E+14,Subway Runner,Ruocco,"19,000",跑酷,861,1023,162
1.92593E+15,Cutie Jump,Banana Interactive,"19,000",竞猜与字谜,851,616,-235
4.25033E+14,Music Piano Tiles,snailwan,"19,000",模拟类,863,1010,147
1.81096E+15,Burger Shop,YYG Games,"19,000",角色扮演,864,1000,136
2.30302E+14,Prhythm ZERO - Music Game,Super Appli,"19,000",动作类,854,808,-46
2.05685E+14,Basketball wini,Infinite8,"19,000",运动类,866,900,34
3.3159E+14,Uphill Racing ROFL,ROFL,"19,000",动作类,867,962,95
4.07118E+14,Egg Shoot,Zonmob,"19,000",益智类,868,894,26
2.91281E+14,Monster Truck Racing,Race Games,"19,000",动作类,869,581,-288
5.01726E+14,Pool Billiards 3D,Enjoy Sports,"19,000",动作类,870,1025,155
2.62237E+15,Water Adventure,Rush.Game,"19,000",运动类,848,1018,170
1.86924E+15,WhosCool - The Friends Game Show,eWRLD Corp.,"19,000",棋类,847,913,66
2.18749E+14,Knife Hit Free,Enjoy Sports,"19,000",动作类,850,910,60
1.65132E+15,Harry High Dive,Hyper Hippo Games,"19,000",动作类,849,927,78
7.05648E+14,Bubble Shooter Kingdom,Bubble Candy Factory,"19,000",消消乐,862,965,103
1.05786E+14,Knife Ninja,yexiaotian,"19,000",益智类,853,882,29
2.61406E+14,Sky Glider,jacky,"18,000",益智类,875,1127,252
2.20355E+15,Magic Cross,Edroity,"18,000",益智类,876,963,87
3.7211E+14,Curve Racing,PuzzleGames,"18,000",跑酷,877,977,100
8.16593E+14,Nail Art Desgin,Electron,"18,000",模拟类,878,1122,244
1.42051E+15,MergeBoat,sock li,"18,000",模拟类,879,953,74
1.88776E+15,Road Safety,Hypnocat Studio,"18,000",动作类,880,995,115
2.0288E+15,Brain Truck,Hydra,"18,000",益智类,881,1102,221
1.74014E+14,Air Hockey,Mixgame,"18,000",运动类,882,1041,159
8.40152E+14,Coffee Cats Cash,孙德杰,"18,000",益智类,883,802,-81
2.0693E+15,Word Search,HK 707 GAMES,"18,000",竞猜与字谜,884,1005,121
2.02972E+14,Block Puzzle Jewel,OkGo Studio,"18,000",益智类,885,902,17
2.44279E+14,Give A Rose,social sweethearts GmbH,"18,000",模拟类,886,1069,183
2.14267E+15,Tap And Clapp,ITCH,"18,000",益智类,887,792,-95
6.32212E+14,Girl Dress Up,ISmile,"18,000",建筑类,888,952,64
3.15513E+14,Bubble Woods,Famobi GmbH,"18,000",消消乐,889,960,71
2.04813E+15,T-Rex Runner,DuckyGames,"18,000",跑酷,890,439,-451
1.66617E+14,Tomb Run!,Electron,"18,000",跑酷,891,1079,188
2.09133E+14,Stickman Golf,WePlay,"18,000",运动类,892,1059,167
1.48175E+15,Doge 2048,TTH Teams,"18,000",益智类,893,922,29
7.1749E+14,Backgammon,Sirius Software Ltd.,"18,000",棋类,894,912,18
2.16309E+15,Sweet Candy,Xgames,"18,000",消消乐,895,938,43
2.37623E+14,Candy Block Puzzle,Angle Game,"18,000",益智类,896,946,50
2.15708E+15,Bubble Shooter,JJ Inc,"18,000",益智类,897,1051,154
2.20469E+15,Crazy Taxi Driver,Drmop Games,"18,000",运动类,898,982,84
3.32916E+14,Bingo,Mobieos Software Pvt Ltd,"18,000",宾果,899,1030,131
1.58589E+14,Calavera,Frogonfly Studios,"18,000",模拟类,900,996,96
1.61501E+15,Zombie Empire,Color Deer Game,"18,000",策略,901,994,93
9.93454E+14,Crazy Ball,Generagames,"18,000",益智类,902,978,76
2.45333E+14,Wack My Iphone,DuckyGames,"18,000",动作类,903,930,27
2.01498E+15,Uncle Cross Road,YYG Games,"18,000",益智类,904,1003,99
2.11772E+14,和風金魚すくい,semo.Inc,"18,000",动作类,905,984,79
1.57251E+15,Puzzle,Justin,"18,000",益智类,906,1095,189
4.46367E+14,Garfield Bingo,Shoal Games Ltd.,"18,000",宾果,907,903,-4
2.09448E+15,Caro,VH Mobi Team,"18,000",棋类,908,1073,165
1.59051E+15,Finger Driver Online,Lucky,"18,000",运动类,909,1116,207
3.14195E+14,Empire State Building,Crystal Queen,"18,000",益智类,871,958,87
2.04728E+15,Rock Master,hooyo,"18,000",动作类,872,1034,162
2.94343E+14,Zookeeper,KITERETSU Inc,"18,000",益智类,873,928,55
1.69282E+14,Hangman,"Renaissance 2.0 Media, Inc.","18,000",竞猜与字谜,874,937,63
5.51854E+14,Candy Match Blocks,TmApps,"17,000",消消乐,914,986,72
1.7821E+15,Trivial Quiz,WALKME MOBILE SOLUTIONS,"17,000",竞猜与字谜,922,1078,156
2.13592E+15,Paper Dash,7724 Game,"17,000",跑酷,916,961,45
2.40857E+14,Neon Hockey,HamzaProductions,"17,000",运动类,917,985,68
4.55761E+14,Pocket World Cup - Soccer Boot,GAMEE,"17,000",运动类,918,1145,227
1.4403E+14,Spinning Balls: Impossible Game,Fun Games for Free,"17,000",动作类,919,1002,83
4.75082E+14,Love Quiz,VDSolutions,"17,000",竞猜与字谜,911,1075,164
1.71427E+14,Snake Candy.io,Moment of Fantasy Network,"17,000",多人在线战术竞技,921,975,54
1.89581E+15,Idiot Test,Idiots,"17,000",竞猜与字谜,920,901,-19
1.97649E+15,Color by Number 3D,WePlay,"17,000",益智类,923,1047,124
1.71381E+14,Block Gems: Classic Block Puzzle,Dopuz Games,"17,000",益智类,924,983,59
5.25343E+14,Iron Boy,dehui,"17,000",益智类,925,956,31
1.94012E+15,Farting Sheep,S2,"17,000",动作类,926,950,24
1.384E+15,Mart Hero Clicker,Big Cake Games,"17,000",动作类,927,880,-47
6.34278E+14,Knife Ninja,GOODTIME,"17,000",益智类,928,909,-19
5.43075E+14,Jungle Jam,DuckyGames,"17,000",棋类,929,993,64
5.43525E+14,Connect Animal,Zonmob,"17,000",消消乐,930,898,-32
4.39206E+14,Trivia Puzzle,Scorpio Studio,"17,000",益智类,931,939,8
1.72317E+14,Gold Miner Classic,Zonmob,"17,000",动作类,932,987,55
5.18284E+14,Backgammon Gods: Board Game,Gazeus Games,"17,000",棋类,933,948,15
1.97555E+15,Forest Monsters,MathGames,"17,000",消消乐,934,951,17
7.49305E+14,Dog Simulator 3D,Top Racing Games,"17,000",跑酷,935,1132,197
5.13112E+14,Protected crystal,BBN,"17,000",益智类,936,462,-474
2.18562E+14,Love Balls,William,"17,000",益智类,937,1021,84
2.21896E+14,Defend Island,,"17,000",街机类,938,1178,240
1.71744E+15,Color Runner,Fun Games For Free,"17,000",动作类,939,997,58
2.13501E+15,C? Caro (Gomoku),VM Mobile Team,"17,000",棋类,940,1134,194
4.33958E+14,Moto control,Aizat Khaibulin,"17,000",运动类,941,1202,261
1.84419E+15,Kingdom Defense,Zonmob,"17,000",策略,942,932,-10
2.85862E+14,Spider Solitaire,Card Games For Free,"17,000",牌类,943,1033,90
4.35624E+14,Gun Fu: Stickman,NewKing,"17,000",动作类,944,1110,166
8.15907E+14,Guess Together: Association Game,"Vizor Interactive, LLP","17,000",竞猜与字谜,945,862,-83
2.2486E+14,Trial Xtreme,YT Game,"17,000",运动类,946,1017,71
1.5085E+15,Knife Hit,Electron,"17,000",动作类,947,935,-12
2.63044E+14,Parking Block,Code This Lab s.r.l.,"17,000",益智类,948,936,-12
2.11726E+15,Beach Volleyball,"Vizor Interactive, LLP","17,000",运动类,910,981,71
2.20775E+15,Happy Lightning,Jersey Lee,"17,000",益智类,913,607,-306
1.13716E+15,KittenMatch,Parajoy,"17,000",竞猜与字谜,912,988,76
1.86709E+15,Fruit Way,ExeDream,"17,000",益智类,915,955,40
1.11373E+14,ZinBurger,Electron,"16,000",模拟类,973,972,-1
2.78408E+14,Truck Puzzle,Puzzle Games,"16,000",益智类,953,1097,144
2.42215E+14,Candy King Craft,WePlay,"16,000",消消乐,955,1072,117
4.88883E+14,Tank and Fire!,BoleGames,"16,000",跑酷,956,1109,153
1.29325E+15,Halloween Monster,Madness Studio,"16,000",动作类,957,678,-279
1.01748E+15,Tank Battle,kankan,"16,000",,958,486,-472
2.2111E+14,Air Hockey,vnshine,"16,000",益智类,959,883,-76
6.52212E+14,stick soldier,Delta games,"16,000",动作类,960,1045,85
1.55061E+15,True Racing 2018,Car Racing,"16,000",跑酷,961,1164,203
1.33422E+14,The VEGAS-4 Casino games in 1app,G-MODE Corporation,"16,000",棋类,962,1036,74
2.63562E+14,Modern Ball,madyuan,"16,000",益智类,963,749,-214
5.98053E+14,Park Car,Park,"16,000",动作类,964,1233,269
2.25471E+14,Punch Man,Gamebuilt,"16,000",动作类,965,1113,148
1.68218E+14,Up And Gun,Gamesofa,"16,000",动作类,966,1049,83
1.81433E+15,Farming Forever-Idle,BoleGames,"16,000",模拟类,967,1090,123
1.02185E+15,Toss a Paper,ROFL,"16,000",动作类,968,1087,119
2.16166E+15,Pony Dress Up,Fun Gamezz,"16,000",建筑类,969,1029,60
6.86555E+14,Drag Racing Club,Inlogic Games,"16,000",模拟类,970,1146,176
1.89449E+14,Dragon Boat,Race Games,"16,000",动作类,950,1061,111
2.97616E+14,Nom Nom Nom,Tangible Entertainment LLP,"16,000",动作类,972,1027,55
5.82338E+14,Avoid minions,KLL,"16,000",益智类,951,432,-519
2.12242E+15,Chase Racing Cars,Freak X Apps,"16,000",运动类,974,1082,108
4.8496E+14,Protect the balloon,BTHGAME,"16,000",动作类,975,1150,175
3.33778E+14,Cyber Hunter,ZhongLin,"16,000",益智类,976,1123,147
1.81439E+14,Crazy Pizza,BlackMoon Design,"16,000",益智类,977,1204,227
2.07766E+14,奔跑吧男子汉,秋葵互娱,"16,000",动作类,978,796,-182
1.96378E+15,Escape Zombie,eugenie app,"16,000",动作类,979,1032,53
3.6039E+14,Pin Ball,Nuts Play,"16,000",棋类,980,1007,27
2.2799E+14,Horse Racing Manager,Super Sport Team,"16,000",模拟类,981,1092,111
2.31197E+15,Color Swap,Denny,"16,000",益智类,982,1105,123
1.58202E+15,Royale Pop,PlayWorks Digital Ltd.,"16,000",益智类,983,904,-79
2.05805E+14,Crate Tower,KILLERBIT LLC,"16,000",建筑类,984,1001,17
1.02416E+15,magic tens,Rose Li,"16,000",益智类,985,973,-12
1.82124E+14,Candy 2018,Nyon,"16,000",消消乐,986,730,-256
9.49135E+14,Fish Hunter：World Class,TOJOY GAME,"16,000",益智类,987,1013,26
3.3823E+14,Super Birdy,Jean-Claude Cottier,"16,000",动作类,988,1014,26
4.58488E+14,Cat and Mouse,CJF,"16,000",益智类,989,326,-663
2.20101E+15,Mahjong,XP Studio,"16,000",消消乐,949,1012,63
7.0613E+14,Hungry Balls,OrangesGame Technology Limited,"16,000",消消乐,952,906,-46
4.32417E+14,Unblock Car,Zebra,"16,000",益智类,971,1250,279
1.32271E+14,Survival: Man vs. Nature,kankan,"16,000",竞猜与字谜,954,1101,147
8.99056E+14,Bounch,Noobzilla,"15,000",棋类,992,557,-435
1.75765E+14,Block Tower Builder,GLAGAME,"15,000",建筑类,993,1058,65
2.32147E+14,Drift Cup Racing,Happylander,"15,000",运动类,994,1188,194
1.59007E+15,Car Road Death Rash,XI LLC,"15,000",模拟类,995,1138,143
1.82263E+14,Car City Racing,Mauro Games,"15,000",运动类,996,1243,247
2.32994E+14,Basketball Fever,Supergene,"15,000",运动类,997,1100,103
1.98924E+15,2048 Treasures,Wooli Games,"15,000",益智类,998,941,-57
5.16424E+14,Draw Pixels,DuckyGames,"15,000",益智类,999,523,-476
3.20785E+14,Little Man Runner,HEXA,"15,000",跑酷,1000,1006,6
3.28151E+14,Ludo,ZXP,"15,000",棋类,1001,1071,70
1.62125E+14,Kite Kittens,BlackMoon Design,"15,000",跑酷,1002,1056,54
4.69271E+14,Foosball - Table Soccer,JJ Inc,"15,000",运动类,1003,1055,52
1.07027E+15,Crazy Shooting,Crazysprite,"15,000",运动类,1004,,new
1.7368E+14,Dots & Boxes,Liquid Games,"15,000",棋类,1005,1126,121
1.86163E+15,Virus Attack,Virus,"15,000",益智类,1006,1067,61
6.96183E+14,Basket Slam Dunk,Electron,"15,000",运动类,1007,1077,70
6.4898E+14,Hunny Spin,Rainbow Horse Limited,"15,000",建筑类,1008,1015,7
4.51851E+14,Swimming,Cool Games,"15,000",运动类,1009,1176,167
5.8935E+14,Master Checkers Multiplayer,Code This Lab s.r.l.,"15,000",棋类,1010,1035,25
1.51082E+14,Ever Win Slots,Gamesofa Inc.,"15,000",老虎机,1011,1065,54
8.9439E+14,ZBall,YYG Games,"15,000",益智类,1012,1107,95
5.11818E+14,Sweet Slice,Play68 Game,"15,000",动作类,1013,1070,57
1.53916E+14,Ping Pong KillaSoft,KillaSoft,"15,000",运动类,1014,1177,163
7.19961E+14,Car Racing Slot,Digital Touch,"15,000",运动类,1015,1286,271
2.23823E+14,Ninja VS Monster,Jon Jim,"15,000",益智类,1016,1154,138
1.22374E+15,Sue Ghost,infinity.team,"15,000",动作类,1017,1239,222
8.88678E+14,Roll the Ball,WePlay,"15,000",消消乐,1018,1196,178
2.23993E+15,Smiley Ball,Xgames,"15,000",益智类,1019,1093,74
1.80004E+15,Star Defense War,LUYIN,"15,000",动作类,1020,1180,160
2.0339E+15,Monster Truck Soccer,Crazy Games,"15,000",运动类,1021,1172,151
6.46024E+14,Cliff Diving,Happy Game,"15,000",运动类,1022,1228,206
1.80966E+14,Basketball DUNK,G-MODE Corporation,"15,000",运动类,1023,1024,1
1.39366E+14,Running Up Sky,kankan,"15,000",跑酷,1024,1068,44
3.05908E+14,Rhino Rink,KITERETSU Inc.,"15,000",益智类,1025,888,-137
2.14164E+15,Cyber Hunter,KIZ10,"15,000",角色扮演,1026,1353,327
3.31943E+14,Beat Stone,FEIYU,"15,000",益智类,1027,1042,15
1.25461E+15,Ball 3D,SoulGame,"15,000",益智类,1028,1104,76
2.67962E+15,Minions Jump,AL GAMES,"15,000",运动类,1029,1106,77
1.8246E+15,777 Slots Machine,Yolo Studio,"15,000",老虎机,1030,1040,10
6.99213E+14,Bubble Shooter,Wow Games,"15,000",角色扮演,1031,1048,17
1.95072E+15,Jewel Candy,MPL Brother,"15,000",益智类,1032,1016,-16
9.28155E+14,Smash Zombie,SmashY,"15,000",动作类,1033,968,-65
2.27068E+14,Math Games,Dopagame,"15,000",益智类,1034,1111,77
1.81829E+15,Hockey Shootout Challenge,Flime Inc.,"15,000",运动类,990,1153,163
3.74536E+14,Flying minions,GH Games,"15,000",益智类,991,512,-479
1.57667E+14,Zombie Survival,Survival Games,"14,000",动作类,1037,1226,189
1.80349E+15,Fruit Ninja,Light Games,"14,000",运动类,1039,1267,228
2.63884E+14,Drift Racers,WLW GAME,"14,000",动作类,1041,1316,275
2.35728E+14,2048时代：文明城市建设 EMONG,EMONG,"14,000",益智类,1042,854,-188
5.25827E+14,OOXX,Gear games,"14,000",消消乐,1043,731,-312
1.84502E+14,Racing Online,HOT.GAME,"14,000",动作类,1044,1211,167
1.63605E+14,Space Attack,Love Games,"14,000",动作类,1045,1128,83
1.72261E+14,Ninja Hunter,Rini Studio,"14,000",动作类,1046,1419,373
2.25537E+15,Swing Robber,PLay68 Game,"14,000",益智类,1047,1265,218
9.05772E+14,Egyptian Slots,Fun Gamezz,"14,000",老虎机,1048,1064,16
4.22895E+14,ZERG CRISIS,Heart Games,"14,000",角色扮演,1049,1216,167
1.91307E+14,Block Puzzle Jewels,MOBHUGE LIMITED,"14,000",益智类,1050,1086,36
2.12903E+15,Superman Jump,MF GAME,"14,000",运动类,1051,1151,100
2.02988E+15,Snake Attack,Play Good,"14,000",益智类,1052,1080,28
4.44626E+14,Spinz.io Instant,End Game,"14,000",动作类,1053,1118,65
1.75797E+15,Speed Run,GaoLin Inc.,"14,000",运动类,1054,1289,235
2.1776E+15,Halloween Memory,ClmyGames,"14,000",策略,1055,1046,-9
3.82195E+14,Merge House,Longame,"14,000",模拟类,1056,1053,-3
3.22757E+14,Block Jumping World,HABUI,"14,000",益智类,1057,1050,-7
1.8246E+15,Help！Catch him,DR.JAC,"14,000",益智类,1058,413,-645
1.64671E+15,Golden Glove Goalkeeper,GKGames,"14,000",运动类,1059,1168,109
4.70537E+14,Can't die,YT Game,"14,000",跑酷,1060,1175,115
2.01766E+14,Chariot Hero,LUCKY.TG,"14,000",策略,1061,1174,113
2.13102E+15,Tribal Rush,GameTrend,"14,000",策略,1062,1156,94
2.79026E+14,Piano Glitter Tiles,Ruocco,"14,000",模拟类,1063,1165,102
5.66304E+14,Dunk Up,GamePix,"14,000",运动类,1064,1135,71
1.79126E+14,Monster Truck Delivery,Electron,"14,000",跑酷,1065,1114,49
6.76795E+14,Minions jump,LB Games,"14,000",益智类,1066,1203,137
2.07456E+15,Cockroach Smasher,"Best, Cool & Fun Games","14,000",跑酷,1067,1039,-28
2.5891E+14,Combat  Squad,huyanghun333@gmail.com,"14,000",角色扮演,1068,1207,139
2.06276E+15,Cross Stitch Art,WePlay,"14,000",动作类,1069,1170,101
1.91867E+15,Zombie Hunt!,MOONFROG LABS,"14,000",动作类,1070,1218,148
8.56364E+14,Bust-A-Move Blitz,Game Closure,"14,000",益智类,1071,1044,-27
7.33415E+14,Pixel Artist - Color by number,vonvon.inc,"14,000",益智类,1072,1136,64
1.48563E+15,Age of Warlords,Gametrend,"14,000",策略,1073,1189,116
1.64246E+15,? [VS] Flappy Sheep ROFL,ROFL,"14,000",跑酷,1074,1038,-36
1.82563E+15,Super Pixel,Ruocco,"14,000",动作类,1075,1190,115
2.23071E+15,Pokaa Live,Pokaa Studio,"14,000",扑克与桌游,1076,1124,48
2.08937E+15,Car BackWheel,play77 Games,"14,000",跑酷,1077,856,-221
1.91672E+15,Bounce Classic,Great Games,"14,000",跑酷,1078,1427,349
1.58435E+15,Word Search Puzzles Worchy!,Abichus O?,"14,000",竞猜与字谜,1079,1112,33
8.5552E+14,He Likes The Darkness,Ciligames,"14,000",动作类,1080,1066,-14
2.14623E+14,Physics Balls,BIGDOG GAMES,"14,000",益智类,1081,1139,58
2.0235E+15,Barrel Kick Fighter,Fun Games for Free,"14,000",动作类,1082,1181,99
2.18738E+14,Ticat_What does your name mean?,Ticat Studio Games,"14,000",模拟类,1083,1063,-20
2.3643E+14,4 Pics 1 Word Puzzle,vonvon,"14,000",竞猜与字谜,1084,1020,-64
4.14164E+14,Lucky Wheel,Appsmoto Studio,"14,000",模拟类,1085,775,-310
2.67301E+14,Skeet Shooting,XP Studio,"14,000",模拟类,1086,1262,176
1.74576E+14,Puzzle Bobble,Aladinfun,"14,000",消消乐,1087,1094,7
1.77987E+15,Tic tac toe online,minigameshouse,"14,000",棋类,1088,1229,141
1.52487E+15,War in the universe,KIZ GAMES,"14,000",动作类,1089,1043,-46
2.06967E+15,Pirate Kid,BlackMoon Design,"14,000",跑酷,1035,1152,117
2.0493E+15,Smash Pizza,JairoGames,"14,000",模拟类,1038,1315,277
1.61351E+14,Street Shooter,YYG Play,"14,000",运动类,1036,1274,238
2.06921E+15,Candy Match 3 Game: Sugar Crush,NT Kamiru,"14,000",消消乐,1040,1125,85
1.90144E+14,Express Car Mania: Real Racing,BB Game,"13,000",动作类,1124,1383,259
1.99424E+15,Pinned,Zonmob,"13,000",益智类,1095,1131,36
2.00781E+15,Hexa Puzzle,InitialF,"13,000",益智类,1098,947,-151
2.73223E+14,Rider,Top Racing Games,"13,000",运动类,1099,1266,167
3.09133E+14,Unroll Ball Unblock Slide,XP Studio,"13,000",益智类,1100,1037,-63
6.45612E+14,The Best Shooter,Bluefin Games,"13,000",运动类,1101,1257,156
1.4781E+15,Let's Go Fishing,BlackMoon Design,"13,000",模拟类,1102,1166,64
3.7688E+14,Drift Parking,Ferryman,"13,000",跑酷,1103,1213,110
1.99065E+15,Battle City,DianDian Game,"13,000",益智类,1104,1314,210
1.94822E+15,Min Word,curry,"13,000",益智类,1105,1272,167
2.70752E+14,Zumba's Bomb Dig,Aeria inc.,"13,000",棋类,1106,1083,-23
2.34928E+14,Ant smasher,Best Cool & Fun Games,"13,000",跑酷,1107,1301,194
5.04428E+14,BURNIN'RUBBER instant - DataEast,G-MODE Corporation,"13,000",运动类,1108,1221,113
2.62548E+14,Mini Golf Battle,Chatterbox Games,"13,000",运动类,1109,1191,82
2.01552E+14,Kiss-o-rama,MEME Games,"13,000",模拟类,1110,1217,107
8.89107E+14,CallBreak,June.in,"13,000",牌类,1111,907,-204
2.12282E+15,Wood Block Puzzle,Wooden Block Puzzle Games,"13,000",益智类,1112,1162,50
1.75281E+15,Tower Defense Force,GGMoji,"13,000",动作类,1113,1185,72
3.29668E+14,Zombie Mutation,lagged,"13,000",益智类,1114,766,-348
2.06222E+15,Candy Super Lines Premium,iSmile,"13,000",消消乐,1115,1179,64
2.34033E+14,Everybody's Ball,The best killing time game,"13,000",益智类,1116,1121,5
2.18289E+15,Matches Puzzle Game,PogaGames,"13,000",益智类,1117,1256,139
2.50608E+14,Can't die 2,AL GAMES,"13,000",益智类,1118,1330,212
2.01783E+15,Bingo Adventure,SJP,"13,000",宾果,1119,835,-284
5.94423E+14,FreeCell,G-MODE Corporation,"13,000",牌类,1120,1187,67
1.43822E+14,Unblock Cars,CM Games,"13,000",益智类,1094,1359,265
1.95559E+15,Marathong Runner,Zynga,"13,000",跑酷,1122,1022,-100
4.78549E+14,Block Puzzle Tetra,GameGate,"13,000",益智类,1123,1120,-3
8.4431E+14,Tower Building,Anonymous,"13,000",益智类,1097,615,-482
1.86124E+15,Space Astro,Noobzilla,"13,000",动作类,1125,1155,30
7.11975E+14,Card Attack,UOB Cards,"13,000",棋类,1126,1103,-23
1.30072E+14,Play Cats: Flip,F84,"13,000",动作类,1127,1158,31
1.97328E+14,Down The Stairs,ShuiMu,"13,000",益智类,1128,1074,-54
1.75248E+15,World Cup Jump,LE Games,"13,000",益智类,1129,1206,77
1.88373E+15,Tappy Basketball,"GamesUion Technology Co.,Ltd","13,000",运动类,1130,1160,30
1.7564E+14,Galactic Cop,Happy Game,"13,000",动作类,1131,1306,175
1.6114E+15,Pipe Candy,MPL Game Studio,"13,000",益智类,1132,1293,161
2.2175E+15,The Walking Dragon,Zoo,"13,000",跑酷,1133,1149,16
2.87594E+14,Archer Master,Archery Games,"13,000",动作类,1134,1205,71
1.86494E+15,Spot the differences,Ticat Studio Games,"13,000",益智类,1135,1081,-54
2.0545E+15,Balloon Archer,Mauro Games,"13,000",益智类,1136,1282,146
2.99694E+14,Sudoku,JJ Inc,"13,000",益智类,1137,1130,-7
2.03676E+15,Gin Rummy,JJ Inc,"13,000",牌类,1138,1084,-54
1.81114E+15,Fire Escape,Zoo,"13,000",模拟类,1139,613,-526
7.02091E+14,Tiny Plane,Banana Interactive,"13,000",跑酷,1140,1133,-7
1.50949E+15,GO Four!,digitalmoka,"13,000",棋类,1141,1192,51
1.7732E+15,Super Cowboy Run,George,"13,000",角色扮演,1142,1167,25
9.79852E+14,Traffic Racer Fury,Pogagames.Ltd,"13,000",运动类,1143,1355,212
1.74836E+15,Way of Tanks,Wild Spike,"13,000",跑酷,1144,1281,137
1.0012E+15,?????????????,Esplay,"13,000",扑克与桌游,1145,1089,-56
2.57059E+14,Metal Animal,Cool Games,"13,000",策略,1091,1195,104
2.18723E+15,Word Scramble Puzzle Game,Bleeding Edge Studio,"13,000",益智类,1093,1182,89
2.02115E+15,Dancing Balls,ZHEXINIT,"13,000",益智类,1090,837,-253
2.05525E+15,MONKEY BUNGY,"CREEK & RIVER Co.,Ltd.","13,000",动作类,1092,1129,37
5.58264E+14,Ready Player One: Level Up,Warner Bros,"13,000",动作类,1096,1197,101
1.93454E+15,Jewel Super,JairoGames,"13,000",消消乐,1121,1054,-67
6.35803E+14,Connect 4 - Four in a Row,VM Mobile Team,"12,000",棋类,1150,1305,155
2.308E+14,Speed Race,hydralee,"12,000",运动类,1151,1361,210
1.65719E+14,Gold Miner Tom,games studio,"12,000",益智类,1152,1169,17
3.04844E+14,Arithmofever,Oyvindjam,"12,000",益智类,1153,1143,-10
2.14985E+14,Panda Jump,SIN,"12,000",跑酷,1154,1362,208
5.85809E+14,Angry Bee,Intermediaware,"12,000",动作类,1155,1234,79
4.20269E+14,Burger Time,Onduck Games,"12,000",益智类,1156,1356,200
2.34675E+14,Rotate and Roll,Crystal Queen,"12,000",益智类,1157,1076,-81
1.99712E+15,Breakthrough,Pokejoy,"12,000",运动类,1158,1220,62
3.92156E+14,Paper Toss,Ruocco,"12,000",模拟类,1159,1368,209
2.24212E+14,Wild Taxi,Tripledot Studios,"12,000",跑酷,1160,1408,248
1.13014E+14,KARATE CHAMP instant - DataEast,G-MODE Corporation,"12,000",动作类,1161,1270,109
5.87966E+14,Ludo Game,Ludo,"12,000",棋类,1162,1117,-45
2.46592E+14,FastKnife,Manteive Group,"12,000",模拟类,1163,999,-164
2.49043E+14,PengPeng.io,kola,"12,000",动作类,1164,1159,-5
2.4882E+14,May I adjourn,Blanche,"12,000",动作类,1165,1259,94
4.00436E+14,Panda Love,KITERETSU Inc.,"12,000",益智类,1166,1183,17
1.58107E+14,TV Series Quiz: Netquix,PnProductions,"12,000",竞猜与字谜,1167,1285,118
2.22916E+14,Shadow Fighter,Games Hub,"12,000",动作类,1168,827,-341
2.03022E+14,Finger Racer Rivals,Jam City LLC,"12,000",动作类,1169,1263,94
5.14868E+14,Shadow Fighter,Games Hub,"12,000",动作类,1170,1253,83
6.53647E+14,Zombie Bazooka,ISmile,"12,000",动作类,1171,1295,124
1.18796E+15,Man City Striker,GAMEE,"12,000",运动类,1172,1200,28
1.02472E+15,???????????????-????????????,Yiihua,"12,000",扑克与桌游,1173,1222,49
