id,game_name,developer_name,player_count,app_center_categories,icon_uri,is_favorite
1983392221930776,"Let's Farm-Idle Tycoon",diandian,221 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/42673305_2214347075501955_3645025936799170560_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=e1fed8762c7d609c501acce27d931163&oe=5C7152EB,false
1766150917023645,Snake Mania,SZ IYouLong,328 万,跑酷,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/28126759_1817427995229270_786736033218691072_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=ae7b6b92e8336d30c4aa5051b370b1f9&oe=5C677B47,false
455676461606571,OMG,Supergene,1.4 亿,竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/42961641_481744612333089_8200073263716499456_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=99056caa9d474af28b4e1c70268d0c8d&oe=5C766DEF,false
1812939335416317,欢乐碰碰 - 开心庄园,diandian,71 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/34810242_1899016976808552_5754909499764768768_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=3c4b3e81b59bc7a1358a041dd46b772b&oe=5CB1AAEF,false
2123873081225075,Big Fish,bianfeng,741 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/37339553_2126184270993956_3072229259750670336_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=8b9eb07d5129ff4f271e0278685ab5e4&oe=5CA7505E,false
1250735238360354,Last Knife,Room502,652 万,动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/45228041_1510940279006514_2251416513623883776_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=a29dbc36a24084288bc2a12cffab5646&oe=5C6948F7,false
1829935823906294,8 Ball Pool,Miniclip,604 万,运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/26036673_2078977032335504_4726933176528666624_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=ee8185511224ce2f1c26288651546823&oe=5C7017F7,false
1939015149698140,UNO,Mattel163,475 万,牌类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/45190704_2180279038905082_3141542275197173760_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=74d078fd9eab2e91bb5424171804c15e&oe=5C6D4FFA,false
508237932874005,黑白棋,G-MODE.corp,17 万,棋类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/29795672_598270163870781_2929643505233952768_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=1816df9ae713b727829956c7df5524d5&oe=5C76A4AF,false
141184676316522,EverWing,Game Closure,568 万,动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/14365540_180484242386565_647877825_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=3a58c0cc9e9df13de93aa43d6492b5e1&oe=5CADA716,false
170006637139660,Bricks Breaker Quest : Mission,Mobirix,194 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/28776031_171986423608348_8889680003105554432_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=5530c94d19db054788277600ce95c92f&oe=5C661E08,false
2029086657408629,好莱坞拼车,Knock Knock Games,235 万,动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/39331884_2063191860664775_8645771730943475712_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=aae31a358da963167afb67e674771d3c&oe=5CB24296,false
440945256433897,LOL,vonvon,"1,402 万",竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44885325_444666762728413_6880190583424417792_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=3a4704b286bb301fdabaa2fbcadacab1&oe=5C65E281,false
1394792680649041,Pop Stone 2,cocos,122 万,消消乐,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/39813852_1692842994177340_6972938898942984192_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=c470fd52ded0039720fde360724119b8&oe=5C789963,false
527721167689261,Juice Master,bianzheng,155 万,动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/40919184_533104493817595_6165243506924191744_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=f3a34b6424f0055fbaa9536dcab7bb51&oe=5C6B5D54,false
2291144337581836,Fat Hero,ZQ Game,5.3 万,动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44762190_2300558869973716_1402517224001896448_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=44b8ab5ded597874e582be8f04d9ecb4&oe=5CA443CB,false
329577790746979,Daily Sudoku,CoolGames,64 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/18279743_424982861206471_8415379257005441024_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=0b7aa40b6e6fece0effa9d84de4ca7e7&oe=5CA80E34,false
1806508339421996,LOL Headshot,Nuts Play,101 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/29795660_1937789999627162_5447671913348333568_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=89413f1e2dae113b782534e41654b439&oe=5CA41320,false
1758574904438219,Pocket Plants Garden - Tap Tap,Scorpio Studio,3.2 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44293907_1918179771811064_4691836705240514560_n.png?_nc_cat=107&_nc_ht=scontent-hkg3-1.xx&oh=0d9364b779dba5fc54337613fb1864d6&oe=5C73BB96,false
435134576951080,Ninja Go,Shell Game,75 万,动作类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/42667653_531614863969717_8339111967952207872_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=89ffde6dadb6a57e5d6ce745d8bbed35&oe=5C70426B,false
1801933453159894,Crossing Gaps,PotatoPlay,113 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/40938077_2161255657227670_3971339869568892928_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=52af2279458dac4b52da9ff651113c40&oe=5CA7089F,false
198982457542294,Jumpy Jumpy - Helix Ball,TimPlay,882 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/41151800_321123078661564_7251996711009124352_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=25cc98830f01968104715a0e125b0a57&oe=5CB194BD,false
2236330059980215,Sim City - Idle City Empire,Scorpio Studio,4.1 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44228873_2238632216416666_6924491070843650048_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=17b1a26bb09c8c7ba267432a22f82ef9&oe=5CABBE6B,false
325622851583257,Slices,Tiger Studio,3.4 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/46566043_337593550386187_7849360536566235136_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=a5c8c76f853e2c0d1fc35471eb7b4714&oe=5C682962,false
1602981533104548,EAT.IO,TimPlay,254 万,运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/43690394_1856364694432896_6586080311145136128_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=471c7d367fef8ed8ca57817e06a55ec2&oe=5CA694CD,false
800772590062226,Basketball FRVR,FRVR,461 万,运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/16686577_837353586404126_7156996934979289088_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=d45581a13a1558b94038cf7ab2001230&oe=5C7B8883,false
276127343005598,Huge Fish,bianzheng,110 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/42609358_278914146060251_3581096555484020736_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=daa9e82f1041945408cd4d8ea5d5d626&oe=5C7B0E90,false
416920988735303,Open The Door - Drawing Puzzle,Flow Studio,154 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/41971954_514253965668671_5679660319824150528_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=d7b8f882ab7728d50db364b8e5acbdf9&oe=5CA6920B,false
1132114886936787,Brain Test,bianzheng,56 万,益智类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/46296361_1159604020854540_5912173511173996544_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=bd437194d9e3e2f68f1889dcb0cfba57&oe=5C79962C,false
1696423007150738,Fish Master,BigPlayer,23 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/45598653_1795717623887942_7005907974145179648_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=2988af9e14c9b2f8e6da59f746f6905c&oe=5CAF66A4,false
1545834658847763,Hanger,A Small Game AB,199 万,跑酷,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/34196020_1618307941600434_6596668543696109568_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=47a8b53be8be02280a98b8e2a2e0ba5b&oe=5C743F39,false
199776254136854,Ultimate Glory - War of Kings,LOVE GAME HK,20 万,策略,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/32809574_208597809921365_1044176720833282048_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=85daa52bddd892f68a5e311cae085028&oe=5CA3E292,false
482717412227663,Dog Town-Merge Games,Scorpio Studio,4.3 万,模拟类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/44149493_483170278849043_4789192412566126592_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=90de76f730b58c2a75b6136aba2c62b7&oe=5C676842,false
267920816949420,Golden Boot,Nordeus,499 万,运动类,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/32909807_383956202012547_5360836938867671040_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=b6bcde124ab2e71936188bf811cf2dea&oe=5C6A5D56,false
2031775343755563,Tank Battle - 3V3,SeaStar Game,131 万,多人在线战术竞技,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/45366427_2184972241769205_3819346667795120128_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=6b093e0797b54f44ae72fd30c42a73af&oe=5CAAB7F9,false
172228936829434,Draw Something,Zynga,478 万,竞猜与字谜,https://scontent-hkg3-1.xx.fbcdn.net/v/t39.2081-6/c0.0.129.129/p128x128/38811013_229984681053859_3576870230355345408_n.png?_nc_cat=1&_nc_ht=scontent-hkg3-1.xx&oh=1fc845336bcf9b414f9b43a90a8ad6d2&oe=5CA43D49,false
